Name,Traits,Free Hours
Megan,Resourceful[2];Communicative[2];Flexible[2];Skeptical[-1];Impulsive[-1],38
Charis,Empathetic[3];Resourceful[2];Tech-Savvy[2];Narrow-Minded[-2];Stubborn[-1],12
Edithe,Mediator[2];Logical[3];Communicative[2];Overly Critical[-2];Impulsive[-1],23
Tarrah,Resourceful[2];Mediator[2];Tech-Savvy[2];Procrastinator[-3];Skeptical[-1],11
Natividad,Empathetic[3];Leadership[4];Innovative[2];Unempathetic[-2];Pessimistic[-1],16
Carita,Logical[3];Leadership[4];Organized[2];Skeptical[-1];Dismissive[-2],30
Sherline,Reliable[3];Detail-Oriented[3];Innovative[2];Non-communicative[-2];Aloof[-1],20
Kissiah,Strategic[3];Time-Manager[3];Detail-Oriented[3];Easily Distracted[-1];Conflict-Averse[-2],4
Geri,Innovative[2];Logical[3];Supportive[2];Narrow-Minded[-2];Overly Critical[-2],28
Babb,Time-Manager[3];Innovative[2];Resourceful[2];Overbearing[-1];Indecisive[-2],35
Karole,Detail-Oriented[3];Creative Thinker[2];Analytical[3];Uncooperative[-2];Impulsive[-1],39
Gladys,Mediator[2];Communicative[2];Logical[3];Skeptical[-1];Rigid[-2],32
Cissy,Diplomatic[2];Supportive[2];Creative Thinker[2];Easily Distracted[-1];Procrastinator[-3],26
Franky,Logical[3];Creative Thinker[2];Resourceful[2];Narrow-Minded[-2];Passive[-1],40
Maribelle,Problem-Solver[3];Resourceful[2];Detail-Oriented[3];Overly Critical[-2];Passive[-1],2
Suzie,Logical[3];Diplomatic[2];Problem-Solver[3];Pessimistic[-1];Resistant to Change[-2],18
Lavena,Mediator[2];Resourceful[2];Problem-Solver[3];Perfectionist (to a fault)[-1];Non-communicative[-2],32
Brandais,Time-Manager[3];Problem-Solver[3];Empathetic[3];Dismissive[-2];Resistant to Change[-2],19
Vally,Empathetic[3];Analytical[3];Problem-Solver[3];Perfectionist (to a fault)[-1];Passive[-1],7
Karrah,Innovative[2];Creative Thinker[2];Mediator[2];Skeptical[-1];Uncooperative[-2],16
Simonne,Mediator[2];Strategic[3];Communicative[2];Aloof[-1];Overly Competitive[-1],28
Dominica,Reliable[3];Creative Thinker[2];Organized[2];Resistant to Change[-2];Perfectionist (to a fault)[-1],40
Lenora,Leadership[4];Communicative[2];Reliable[3];Overbearing[-1];Defensive[-1],21
Tera,Flexible[2];Creative Thinker[2];Time-Manager[3];Easily Distracted[-1];Passive[-1],24
Lela,Strategic[3];Organized[2];Leadership[4];Stubborn[-1];Unempathetic[-2],9
Madeline,Resourceful[2];Organized[2];Detail-Oriented[3];Impulsive[-1];Pessimistic[-1],4
Glyn,Supportive[2];Logical[3];Diplomatic[2];Easily Distracted[-1];Conflict-Averse[-2],3
Coral,Supportive[2];Logical[3];Reliable[3];Unreliable[-3];Overly Critical[-2],34
Tani,Creative Thinker[2];Flexible[2];Resourceful[2];Micromanaging[-2];Impatient[-1],37
Seline,Creative Thinker[2];Supportive[2];Mediator[2];Pessimistic[-1];Overly Competitive[-1],28
Jammie,Diplomatic[2];Supportive[2];Problem-Solver[3];Perfectionist (to a fault)[-1];Resistant to Change[-2],22
Jeniece,Detail-Oriented[3];Flexible[2];Reliable[3];Stubborn[-1];Impulsive[-1],5
Elvera,Detail-Oriented[3];Analytical[3];Organized[2];Overly Competitive[-1];Aloof[-1],11
Sibley,Time-Manager[3];Communicative[2];Supportive[2];Procrastinator[-3];Dismissive[-2],32
Kylen,Diplomatic[2];Logical[3];Organized[2];Impatient[-1];Passive[-1],10
Jilleen,Detail-Oriented[3];Mediator[2];Time-Manager[3];Micromanaging[-2];Conflict-Averse[-2],18
Gertrud,Resourceful[2];Logical[3];Strategic[3];Indecisive[-2];Impulsive[-1],23
Carol-Jean,Empathetic[3];Organized[2];Mediator[2];Resistant to Change[-2];Narrow-Minded[-2],7
Luci,Detail-Oriented[3];Empathetic[3];Problem-Solver[3];Perfectionist (to a fault)[-1];Micromanaging[-2],38
Lisha,Organized[2];Collaborative[2];Innovative[2];Overly Competitive[-1];Non-communicative[-2],20
Johannah,Supportive[2];Diplomatic[2];Reliable[3];Non-communicative[-2];Dismissive[-2],25
Maryrose,Communicative[2];Collaborative[2];Creative Thinker[2];Uncooperative[-2];Easily Distracted[-1],28
Lisabeth,Strategic[3];Leadership[4];Supportive[2];Passive[-1];Defensive[-1],16
Nadine,Mediator[2];Problem-Solver[3];Tech-Savvy[2];Defensive[-1];Overbearing[-1],27
Anette,Resourceful[2];Collaborative[2];Logical[3];Pessimistic[-1];Defensive[-1],29
Bethina,Innovative[2];Collaborative[2];Reliable[3];Impulsive[-1];Overly Critical[-2],39
Elysha,Innovative[2];Analytical[3];Time-Manager[3];Stubborn[-1];Overbearing[-1],30
Diana,Detail-Oriented[3];Leadership[4];Communicative[2];Dismissive[-2];Perfectionist (to a fault)[-1],35
Tamarra,Diplomatic[2];Empathetic[3];Reliable[3];Unempathetic[-2];Uncooperative[-2],13
Lari,Strategic[3];Collaborative[2];Empathetic[3];Impatient[-1];Aloof[-1],23
Zorah,Analytical[3];Supportive[2];Tech-Savvy[2];Perfectionist (to a fault)[-1];Overly Competitive[-1],32
Phaedra,Diplomatic[2];Reliable[3];Mediator[2];Moody[-1];Perfectionist (to a fault)[-1],12
Amelina,Resourceful[2];Leadership[4];Collaborative[2];Conflict-Averse[-2];Stubborn[-1],16
Mitzi,Reliable[3];Logical[3];Tech-Savvy[2];Unreliable[-3];Narrow-Minded[-2],11
Amberly,Organized[2];Communicative[2];Supportive[2];Dismissive[-2];Conflict-Averse[-2],11
Valentina,Reliable[3];Collaborative[2];Time-Manager[3];Uncooperative[-2];Intolerant[-2],28
Alidia,Logical[3];Strategic[3];Mediator[2];Unreliable[-3];Impatient[-1],5
Kevyn,Organized[2];Innovative[2];Mediator[2];Passive[-1];Resistant to Change[-2],28
Amelina,Supportive[2];Communicative[2];Creative Thinker[2];Narrow-Minded[-2];Pessimistic[-1],26
Maryanna,Innovative[2];Mediator[2];Flexible[2];Narrow-Minded[-2];Perfectionist (to a fault)[-1],38
Aubrie,Detail-Oriented[3];Problem-Solver[3];Diplomatic[2];Unreliable[-3];Skeptical[-1],4
Lotte,Creative Thinker[2];Reliable[3];Time-Manager[3];Narrow-Minded[-2];Micromanaging[-2],5
Sande,Problem-Solver[3];Tech-Savvy[2];Flexible[2];Uncooperative[-2];Impatient[-1],34
Shir,Empathetic[3];Innovative[2];Organized[2];Intolerant[-2];Impulsive[-1],28
Ermina,Innovative[2];Reliable[3];Organized[2];Intolerant[-2];Moody[-1],15
Juliann,Innovative[2];Mediator[2];Flexible[2];Pessimistic[-1];Impatient[-1],25
Jackie,Reliable[3];Logical[3];Analytical[3];Overly Competitive[-1];Aloof[-1],31
Maxine,Flexible[2];Time-Manager[3];Organized[2];Procrastinator[-3];Passive[-1],12
Isa,Diplomatic[2];Communicative[2];Collaborative[2];Skeptical[-1];Passive[-1],5
Fernanda,Time-Manager[3];Logical[3];Reliable[3];Aloof[-1];Overly Critical[-2],21
Perl,Tech-Savvy[2];Organized[2];Innovative[2];Moody[-1];Passive[-1],1
Mallory,Empathetic[3];Logical[3];Flexible[2];Indecisive[-2];Resistant to Change[-2],1
Brandie,Tech-Savvy[2];Supportive[2];Diplomatic[2];Intolerant[-2];Stubborn[-1],24
Loleta,Analytical[3];Innovative[2];Detail-Oriented[3];Stubborn[-1];Pessimistic[-1],37
Latrina,Creative Thinker[2];Communicative[2];Supportive[2];Conflict-Averse[-2];Overly Critical[-2],39
Delores,Collaborative[2];Empathetic[3];Detail-Oriented[3];Rigid[-2];Moody[-1],0
Manya,Empathetic[3];Time-Manager[3];Strategic[3];Perfectionist (to a fault)[-1];Impatient[-1],25
Shina,Logical[3];Strategic[3];Problem-Solver[3];Uncooperative[-2];Narrow-Minded[-2],5
Petra,Time-Manager[3];Leadership[4];Detail-Oriented[3];Dismissive[-2];Easily Distracted[-1],11
Caralie,Empathetic[3];Communicative[2];Detail-Oriented[3];Defensive[-1];Conflict-Averse[-2],33
Lucienne,Strategic[3];Innovative[2];Supportive[2];Impulsive[-1];Overbearing[-1],32
Shanie,Mediator[2];Empathetic[3];Creative Thinker[2];Impatient[-1];Stubborn[-1],31
Kalie,Time-Manager[3];Strategic[3];Diplomatic[2];Resistant to Change[-2];Moody[-1],34
Clair,Tech-Savvy[2];Problem-Solver[3];Analytical[3];Stubborn[-1];Easily Distracted[-1],39
Arlinda,Supportive[2];Resourceful[2];Flexible[2];Perfectionist (to a fault)[-1];Indecisive[-2],34
Katrinka,Analytical[3];Organized[2];Collaborative[2];Rigid[-2];Impatient[-1],18
Sella,Tech-Savvy[2];Empathetic[3];Communicative[2];Intolerant[-2];Passive[-1],28
Pattie,Problem-Solver[3];Communicative[2];Mediator[2];Impulsive[-1];Indecisive[-2],37
Anatola,Resourceful[2];Mediator[2];Communicative[2];Narrow-Minded[-2];Uncooperative[-2],37
Liuka,Flexible[2];Logical[3];Empathetic[3];Skeptical[-1];Resistant to Change[-2],29
Ceil,Supportive[2];Organized[2];Logical[3];Rigid[-2];Passive[-1],36
Carina,Mediator[2];Strategic[3];Time-Manager[3];Pessimistic[-1];Perfectionist (to a fault)[-1],26
Dennie,Strategic[3];Reliable[3];Problem-Solver[3];Passive[-1];Uncooperative[-2],30
Eloisa,Logical[3];Mediator[2];Innovative[2];Moody[-1];Impatient[-1],7
Astrix,Empathetic[3];Collaborative[2];Leadership[4];Indecisive[-2];Procrastinator[-3],17
Lorianne,Leadership[4];Reliable[3];Logical[3];Indecisive[-2];Procrastinator[-3],29
Scarlet,Tech-Savvy[2];Problem-Solver[3];Collaborative[2];Rigid[-2];Overly Critical[-2],38
Mabel,Mediator[2];Flexible[2];Leadership[4];Resistant to Change[-2];Defensive[-1],13
Eliza,Strategic[3];Collaborative[2];Tech-Savvy[2];Defensive[-1];Dismissive[-2],9
George,Logical[3];Time-Manager[3];Supportive[2];Aloof[-1];Defensive[-1],40
Della,Leadership[4];Organized[2];Mediator[2];Dismissive[-2];Easily Distracted[-1],34
Rachael,Innovative[2];Time-Manager[3];Problem-Solver[3];Dismissive[-2];Easily Distracted[-1],2
Betsey,Tech-Savvy[2];Diplomatic[2];Innovative[2];Rigid[-2];Perfectionist (to a fault)[-1],13
Amandi,Leadership[4];Tech-Savvy[2];Mediator[2];Dismissive[-2];Aloof[-1],22
Saundra,Creative Thinker[2];Innovative[2];Mediator[2];Defensive[-1];Easily Distracted[-1],35
Sophia,Strategic[3];Analytical[3];Problem-Solver[3];Narrow-Minded[-2];Stubborn[-1],10
Lynna,Detail-Oriented[3];Tech-Savvy[2];Diplomatic[2];Rigid[-2];Intolerant[-2],18
Mari,Logical[3];Collaborative[2];Organized[2];Passive[-1];Impulsive[-1],35
Chicky,Strategic[3];Detail-Oriented[3];Logical[3];Indecisive[-2];Rigid[-2],35
Wandie,Collaborative[2];Innovative[2];Diplomatic[2];Stubborn[-1];Overbearing[-1],30
Susanna,Tech-Savvy[2];Detail-Oriented[3];Innovative[2];Overbearing[-1];Overly Critical[-2],4
Ilyssa,Tech-Savvy[2];Flexible[2];Empathetic[3];Skeptical[-1];Overly Competitive[-1],6
Katrina,Diplomatic[2];Leadership[4];Time-Manager[3];Rigid[-2];Stubborn[-1],9
Breena,Supportive[2];Innovative[2];Flexible[2];Unreliable[-3];Overly Critical[-2],32
Kellyann,Detail-Oriented[3];Mediator[2];Supportive[2];Easily Distracted[-1];Overbearing[-1],26
Ardisj,Strategic[3];Reliable[3];Analytical[3];Procrastinator[-3];Micromanaging[-2],15
Harli,Leadership[4];Organized[2];Detail-Oriented[3];Overly Critical[-2];Overbearing[-1],16
Quintilla,Collaborative[2];Resourceful[2];Flexible[2];Pessimistic[-1];Defensive[-1],20
Amelie,Leadership[4];Flexible[2];Tech-Savvy[2];Stubborn[-1];Indecisive[-2],24
Mickie,Strategic[3];Creative Thinker[2];Analytical[3];Narrow-Minded[-2];Resistant to Change[-2],31
Oriana,Mediator[2];Diplomatic[2];Resourceful[2];Defensive[-1];Resistant to Change[-2],21
Geri,Communicative[2];Diplomatic[2];Problem-Solver[3];Skeptical[-1];Overbearing[-1],26
Kissie,Tech-Savvy[2];Logical[3];Problem-Solver[3];Dismissive[-2];Resistant to Change[-2],10
Catharine,Logical[3];Reliable[3];Detail-Oriented[3];Micromanaging[-2];Resistant to Change[-2],30
Domeniga,Empathetic[3];Tech-Savvy[2];Organized[2];Conflict-Averse[-2];Overly Critical[-2],7
Desiree,Creative Thinker[2];Tech-Savvy[2];Time-Manager[3];Unreliable[-3];Impatient[-1],21
Antonie,Creative Thinker[2];Strategic[3];Supportive[2];Indecisive[-2];Impulsive[-1],4
Anny,Mediator[2];Diplomatic[2];Time-Manager[3];Narrow-Minded[-2];Perfectionist (to a fault)[-1],38
Mozelle,Resourceful[2];Time-Manager[3];Collaborative[2];Aloof[-1];Overly Critical[-2],22
Maurine,Empathetic[3];Tech-Savvy[2];Strategic[3];Perfectionist (to a fault)[-1];Pessimistic[-1],4
Kariotta,Communicative[2];Empathetic[3];Analytical[3];Resistant to Change[-2];Rigid[-2],27
Kristien,Organized[2];Creative Thinker[2];Reliable[3];Passive[-1];Overly Critical[-2],6
Sydney,Empathetic[3];Creative Thinker[2];Leadership[4];Impatient[-1];Resistant to Change[-2],33
Ileane,Organized[2];Flexible[2];Reliable[3];Unreliable[-3];Intolerant[-2],23
Randie,Analytical[3];Time-Manager[3];Supportive[2];Skeptical[-1];Resistant to Change[-2],31
Robenia,Detail-Oriented[3];Supportive[2];Logical[3];Impatient[-1];Conflict-Averse[-2],8
Deidre,Tech-Savvy[2];Diplomatic[2];Supportive[2];Micromanaging[-2];Perfectionist (to a fault)[-1],26
Siobhan,Analytical[3];Flexible[2];Detail-Oriented[3];Aloof[-1];Moody[-1],22
Nalani,Detail-Oriented[3];Creative Thinker[2];Reliable[3];Aloof[-1];Indecisive[-2],2
Layla,Analytical[3];Resourceful[2];Detail-Oriented[3];Uncooperative[-2];Unempathetic[-2],20
Marcille,Creative Thinker[2];Resourceful[2];Detail-Oriented[3];Conflict-Averse[-2];Resistant to Change[-2],19
Kissee,Detail-Oriented[3];Flexible[2];Supportive[2];Unempathetic[-2];Indecisive[-2],24
Meryl,Logical[3];Collaborative[2];Detail-Oriented[3];Overly Critical[-2];Passive[-1],28
Annnora,Collaborative[2];Analytical[3];Diplomatic[2];Passive[-1];Defensive[-1],11
Tomasine,Strategic[3];Empathetic[3];Creative Thinker[2];Conflict-Averse[-2];Unreliable[-3],24
Moselle,Diplomatic[2];Time-Manager[3];Flexible[2];Defensive[-1];Skeptical[-1],1
Joey,Innovative[2];Mediator[2];Collaborative[2];Conflict-Averse[-2];Pessimistic[-1],9
Adele,Creative Thinker[2];Reliable[3];Strategic[3];Pessimistic[-1];Dismissive[-2],1
Nadine,Strategic[3];Diplomatic[2];Logical[3];Impatient[-1];Uncooperative[-2],5
Sibel,Detail-Oriented[3];Supportive[2];Flexible[2];Perfectionist (to a fault)[-1];Pessimistic[-1],20
Constancy,Detail-Oriented[3];Collaborative[2];Strategic[3];Unempathetic[-2];Skeptical[-1],17
Kissee,Creative Thinker[2];Organized[2];Empathetic[3];Narrow-Minded[-2];Pessimistic[-1],19
Jonie,Innovative[2];Empathetic[3];Diplomatic[2];Uncooperative[-2];Impatient[-1],0
Sybila,Analytical[3];Logical[3];Tech-Savvy[2];Indecisive[-2];Conflict-Averse[-2],34
Avrit,Analytical[3];Leadership[4];Strategic[3];Unempathetic[-2];Pessimistic[-1],11
Peggy,Organized[2];Diplomatic[2];Empathetic[3];Easily Distracted[-1];Pessimistic[-1],8
Sibley,Strategic[3];Organized[2];Supportive[2];Narrow-Minded[-2];Micromanaging[-2],1
Gilda,Empathetic[3];Detail-Oriented[3];Leadership[4];Non-communicative[-2];Easily Distracted[-1],35
Kary,Detail-Oriented[3];Innovative[2];Collaborative[2];Overbearing[-1];Micromanaging[-2],19
Cami,Detail-Oriented[3];Empathetic[3];Mediator[2];Unreliable[-3];Uncooperative[-2],28
Aurea,Diplomatic[2];Time-Manager[3];Tech-Savvy[2];Easily Distracted[-1];Overly Competitive[-1],2
Almira,Time-Manager[3];Supportive[2];Tech-Savvy[2];Overly Critical[-2];Resistant to Change[-2],22
Krystle,Problem-Solver[3];Strategic[3];Analytical[3];Easily Distracted[-1];Intolerant[-2],18
Dulcea,Time-Manager[3];Mediator[2];Organized[2];Moody[-1];Pessimistic[-1],39
Trenna,Problem-Solver[3];Diplomatic[2];Time-Manager[3];Unreliable[-3];Uncooperative[-2],37
Josefa,Tech-Savvy[2];Mediator[2];Empathetic[3];Overbearing[-1];Rigid[-2],18
Hesther,Resourceful[2];Detail-Oriented[3];Time-Manager[3];Indecisive[-2];Defensive[-1],38
Ardis,Innovative[2];Logical[3];Leadership[4];Aloof[-1];Defensive[-1],29
Violet,Problem-Solver[3];Mediator[2];Flexible[2];Indecisive[-2];Resistant to Change[-2],24
Devina,Flexible[2];Mediator[2];Organized[2];Narrow-Minded[-2];Resistant to Change[-2],32
Carroll,Communicative[2];Flexible[2];Collaborative[2];Dismissive[-2];Stubborn[-1],35
Jorry,Tech-Savvy[2];Resourceful[2];Communicative[2];Perfectionist (to a fault)[-1];Moody[-1],10
Catina,Tech-Savvy[2];Flexible[2];Leadership[4];Uncooperative[-2];Unempathetic[-2],5
Rhona,Reliable[3];Strategic[3];Collaborative[2];Easily Distracted[-1];Indecisive[-2],20
Felita,Problem-Solver[3];Reliable[3];Empathetic[3];Procrastinator[-3];Impatient[-1],36
Malanie,Time-Manager[3];Supportive[2];Reliable[3];Intolerant[-2];Easily Distracted[-1],9
Candide,Logical[3];Reliable[3];Creative Thinker[2];Micromanaging[-2];Overly Competitive[-1],32
Dulsea,Resourceful[2];Leadership[4];Supportive[2];Perfectionist (to a fault)[-1];Micromanaging[-2],2
Connie,Mediator[2];Time-Manager[3];Creative Thinker[2];Passive[-1];Overbearing[-1],10
Lexi,Flexible[2];Strategic[3];Time-Manager[3];Indecisive[-2];Intolerant[-2],21
Rafaela,Collaborative[2];Reliable[3];Leadership[4];Perfectionist (to a fault)[-1];Impulsive[-1],10
Keriann,Diplomatic[2];Communicative[2];Analytical[3];Perfectionist (to a fault)[-1];Defensive[-1],17
Eveleen,Supportive[2];Empathetic[3];Innovative[2];Overbearing[-1];Impatient[-1],26
June,Analytical[3];Mediator[2];Innovative[2];Micromanaging[-2];Narrow-Minded[-2],14
Minda,Strategic[3];Organized[2];Collaborative[2];Aloof[-1];Impulsive[-1],21
Goldi,Logical[3];Reliable[3];Communicative[2];Conflict-Averse[-2];Overly Competitive[-1],0
Eolanda,Strategic[3];Flexible[2];Innovative[2];Skeptical[-1];Uncooperative[-2],20
Domini,Empathetic[3];Time-Manager[3];Organized[2];Unempathetic[-2];Perfectionist (to a fault)[-1],37
Luise,Logical[3];Leadership[4];Analytical[3];Micromanaging[-2];Defensive[-1],20
Madeleine,Empathetic[3];Time-Manager[3];Supportive[2];Skeptical[-1];Impatient[-1],25
Corrinne,Empathetic[3];Flexible[2];Tech-Savvy[2];Perfectionist (to a fault)[-1];Procrastinator[-3],8
Dannye,Problem-Solver[3];Tech-Savvy[2];Diplomatic[2];Dismissive[-2];Pessimistic[-1],39
Kalinda,Resourceful[2];Time-Manager[3];Reliable[3];Conflict-Averse[-2];Impulsive[-1],15
Alexi,Creative Thinker[2];Resourceful[2];Mediator[2];Easily Distracted[-1];Procrastinator[-3],40
Sheelagh,Organized[2];Mediator[2];Collaborative[2];Indecisive[-2];Conflict-Averse[-2],1
Carlin,Resourceful[2];Mediator[2];Analytical[3];Easily Distracted[-1];Overbearing[-1],16
Ramona,Diplomatic[2];Collaborative[2];Leadership[4];Perfectionist (to a fault)[-1];Intolerant[-2],11
Ailee,Supportive[2];Strategic[3];Logical[3];Moody[-1];Perfectionist (to a fault)[-1],1
Ernestine,Leadership[4];Communicative[2];Strategic[3];Intolerant[-2];Unempathetic[-2],9
Christan,Collaborative[2];Supportive[2];Time-Manager[3];Overly Competitive[-1];Skeptical[-1],9
Siouxie,Diplomatic[2];Communicative[2];Flexible[2];Procrastinator[-3];Resistant to Change[-2],19
Josselyn,Reliable[3];Supportive[2];Analytical[3];Impulsive[-1];Impatient[-1],14
Idaline,Problem-Solver[3];Communicative[2];Supportive[2];Procrastinator[-3];Skeptical[-1],30
Aggy,Analytical[3];Communicative[2];Empathetic[3];Unreliable[-3];Stubborn[-1],0
Vallie,Reliable[3];Resourceful[2];Creative Thinker[2];Easily Distracted[-1];Defensive[-1],11
Emogene,Logical[3];Detail-Oriented[3];Leadership[4];Impatient[-1];Unempathetic[-2],7
Bernadine,Flexible[2];Mediator[2];Tech-Savvy[2];Defensive[-1];Micromanaging[-2],12
Daloris,Organized[2];Reliable[3];Resourceful[2];Conflict-Averse[-2];Overly Competitive[-1],17
Carmela,Tech-Savvy[2];Innovative[2];Leadership[4];Conflict-Averse[-2];Indecisive[-2],3
Alida,Analytical[3];Mediator[2];Detail-Oriented[3];Perfectionist (to a fault)[-1];Aloof[-1],12
Carolynn,Creative Thinker[2];Supportive[2];Mediator[2];Unreliable[-3];Micromanaging[-2],23
Tamera,Time-Manager[3];Diplomatic[2];Organized[2];Aloof[-1];Defensive[-1],24
Amy,Creative Thinker[2];Leadership[4];Resourceful[2];Narrow-Minded[-2];Unempathetic[-2],2
Marci,Empathetic[3];Resourceful[2];Supportive[2];Impulsive[-1];Defensive[-1],33
Valaree,Supportive[2];Leadership[4];Resourceful[2];Intolerant[-2];Passive[-1],33
Raina,Supportive[2];Collaborative[2];Communicative[2];Rigid[-2];Micromanaging[-2],11
Thekla,Flexible[2];Communicative[2];Detail-Oriented[3];Impulsive[-1];Conflict-Averse[-2],10
Max,Collaborative[2];Leadership[4];Reliable[3];Procrastinator[-3];Uncooperative[-2],3
Lanni,Reliable[3];Logical[3];Collaborative[2];Aloof[-1];Defensive[-1],0
Terra,Diplomatic[2];Strategic[3];Analytical[3];Impatient[-1];Micromanaging[-2],18
Editha,Organized[2];Tech-Savvy[2];Mediator[2];Overbearing[-1];Stubborn[-1],29
Atlanta,Time-Manager[3];Detail-Oriented[3];Communicative[2];Easily Distracted[-1];Aloof[-1],37
Joyan,Logical[3];Collaborative[2];Reliable[3];Unempathetic[-2];Overly Critical[-2],38
Corny,Leadership[4];Strategic[3];Time-Manager[3];Overly Critical[-2];Stubborn[-1],19
Lynna,Creative Thinker[2];Problem-Solver[3];Supportive[2];Overly Critical[-2];Conflict-Averse[-2],23
Laurie,Communicative[2];Resourceful[2];Empathetic[3];Moody[-1];Resistant to Change[-2],39
Bess,Analytical[3];Logical[3];Innovative[2];Impatient[-1];Rigid[-2],28
Kial,Resourceful[2];Analytical[3];Mediator[2];Stubborn[-1];Overbearing[-1],2
Kaleena,Leadership[4];Diplomatic[2];Tech-Savvy[2];Overly Competitive[-1];Easily Distracted[-1],27
Ramonda,Supportive[2];Analytical[3];Detail-Oriented[3];Impulsive[-1];Rigid[-2],20
Doralynne,Innovative[2];Logical[3];Organized[2];Unreliable[-3];Procrastinator[-3],36
Benetta,Analytical[3];Detail-Oriented[3];Mediator[2];Skeptical[-1];Unempathetic[-2],36
Ellissa,Mediator[2];Diplomatic[2];Time-Manager[3];Indecisive[-2];Uncooperative[-2],10
Ilka,Mediator[2];Creative Thinker[2];Diplomatic[2];Skeptical[-1];Non-communicative[-2],33
Kelsey,Analytical[3];Innovative[2];Leadership[4];Conflict-Averse[-2];Perfectionist (to a fault)[-1],6
Cordelia,Communicative[2];Creative Thinker[2];Reliable[3];Impulsive[-1];Intolerant[-2],1
Rosalynd,Tech-Savvy[2];Strategic[3];Organized[2];Rigid[-2];Impulsive[-1],34
Teddie,Resourceful[2];Time-Manager[3];Organized[2];Overly Competitive[-1];Conflict-Averse[-2],1
Joye,Strategic[3];Collaborative[2];Time-Manager[3];Resistant to Change[-2];Overly Competitive[-1],12
Fiorenze,Time-Manager[3];Problem-Solver[3];Organized[2];Stubborn[-1];Aloof[-1],22
Brittan,Organized[2];Empathetic[3];Resourceful[2];Unempathetic[-2];Dismissive[-2],35
Merrill,Collaborative[2];Strategic[3];Empathetic[3];Narrow-Minded[-2];Micromanaging[-2],25
Geraldine,Analytical[3];Logical[3];Empathetic[3];Unreliable[-3];Conflict-Averse[-2],29
Kacey,Leadership[4];Time-Manager[3];Resourceful[2];Conflict-Averse[-2];Stubborn[-1],3
Maxi,Problem-Solver[3];Diplomatic[2];Collaborative[2];Procrastinator[-3];Resistant to Change[-2],38
Tarah,Detail-Oriented[3];Communicative[2];Analytical[3];Procrastinator[-3];Aloof[-1],32
Modestine,Organized[2];Time-Manager[3];Reliable[3];Procrastinator[-3];Defensive[-1],38
Bidget,Analytical[3];Supportive[2];Collaborative[2];Procrastinator[-3];Overbearing[-1],5
Tildie,Collaborative[2];Diplomatic[2];Organized[2];Non-communicative[-2];Moody[-1],15
Liva,Creative Thinker[2];Collaborative[2];Communicative[2];Resistant to Change[-2];Pessimistic[-1],5
Lenna,Creative Thinker[2];Innovative[2];Diplomatic[2];Moody[-1];Intolerant[-2],0
Linette,Tech-Savvy[2];Creative Thinker[2];Detail-Oriented[3];Non-communicative[-2];Overly Competitive[-1],23
Milka,Strategic[3];Mediator[2];Logical[3];Dismissive[-2];Uncooperative[-2],31
Ranique,Collaborative[2];Mediator[2];Leadership[4];Overly Critical[-2];Uncooperative[-2],14
Twyla,Strategic[3];Organized[2];Tech-Savvy[2];Defensive[-1];Dismissive[-2],24
De,Reliable[3];Tech-Savvy[2];Mediator[2];Unreliable[-3];Defensive[-1],34
Magdalene,Reliable[3];Empathetic[3];Problem-Solver[3];Pessimistic[-1];Perfectionist (to a fault)[-1],21
Nanon,Flexible[2];Collaborative[2];Empathetic[3];Intolerant[-2];Moody[-1],4
Latashia,Resourceful[2];Supportive[2];Organized[2];Perfectionist (to a fault)[-1];Conflict-Averse[-2],13
Loutitia,Time-Manager[3];Creative Thinker[2];Resourceful[2];Pessimistic[-1];Overly Critical[-2],15
Harrietta,Flexible[2];Leadership[4];Empathetic[3];Rigid[-2];Impulsive[-1],18
Hyacintha,Problem-Solver[3];Flexible[2];Communicative[2];Moody[-1];Overly Critical[-2],33
Christal,Creative Thinker[2];Leadership[4];Time-Manager[3];Unempathetic[-2];Dismissive[-2],11
Darb,Mediator[2];Leadership[4];Creative Thinker[2];Unreliable[-3];Intolerant[-2],4
Alene,Supportive[2];Problem-Solver[3];Creative Thinker[2];Uncooperative[-2];Procrastinator[-3],24
Rubia,Supportive[2];Creative Thinker[2];Problem-Solver[3];Passive[-1];Micromanaging[-2],27
Jamima,Empathetic[3];Resourceful[2];Innovative[2];Non-communicative[-2];Rigid[-2],23
Leta,Detail-Oriented[3];Collaborative[2];Communicative[2];Stubborn[-1];Overbearing[-1],21
Harmonia,Logical[3];Detail-Oriented[3];Time-Manager[3];Easily Distracted[-1];Non-communicative[-2],0
Stacie,Diplomatic[2];Organized[2];Problem-Solver[3];Defensive[-1];Procrastinator[-3],37
Essy,Detail-Oriented[3];Supportive[2];Diplomatic[2];Unreliable[-3];Dismissive[-2],3
Susan,Flexible[2];Reliable[3];Organized[2];Resistant to Change[-2];Non-communicative[-2],40
Karol,Time-Manager[3];Empathetic[3];Reliable[3];Impulsive[-1];Non-communicative[-2],18
Willyt,Tech-Savvy[2];Reliable[3];Flexible[2];Non-communicative[-2];Rigid[-2],5
Laverne,Leadership[4];Problem-Solver[3];Creative Thinker[2];Aloof[-1];Stubborn[-1],24
Lenee,Logical[3];Supportive[2];Leadership[4];Perfectionist (to a fault)[-1];Overbearing[-1],3
Tybie,Time-Manager[3];Innovative[2];Flexible[2];Easily Distracted[-1];Impatient[-1],37
